Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Source Latitude,Source Longitude,Destination Latitude,Destination Longitude,Protocol,Packet Length,Packet Type,Traffic Type,Anomaly Scores,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Geo-location Data,Log Source
2020/4/7 23:45,56.242.172.53,70.181.125.45,38194,29693,-33.45,-70.65,39.9,116.4,TCP,1168,Control,HTTP,51.39084514,DDoS,Known Pattern A,Logged,Low,Alexis Davis,"Mozilla/5.0 (iPad; CPU iPad OS 14_2 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) FxiOS/10.9y1523.0 Mobile/03R974 Safari/535.0",Segment A,"Beijing, China",Firewall
2022/10/4 9:19,16.155.87.32,116.94.158.209,22962,7396,35.68,139.76,52.23,21.01,TCP,1475,Data,FTP,29.23052551,Malware,Known Pattern B,Ignored,Medium,Anna Meadows,Mozilla/5.0 (Windows 98; Win 9x 4.90; ro-RO; rv:1.9.1.20) Gecko/2014-09-02 16:18:57 Firefox/4.0,Segment C,"Warsaw, Poland",Firewall
2021/7/15 16:27,212.21.50.177,167.129.142.42,48191,63187,-33.93,18.42,53.35,-6.26,ICMP,1089,Control,HTTP,49.28703981,Malware,Known Pattern B,Blocked,Low,Reginald Blackwell,"Mozilla/5.0 (Windows 98) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/58.0.864.0 Safari/531.0",Segment B,"Dublin, Ireland",Server
2023/4/16 13:22,107.197.92.140,128.39.109.70,61788,28480,41.9,12.49,48.85,2.35,UDP,1085,Data,HTTP,36.80488123,DDoS,Known Pattern B,Logged,Medium,Jessica Porter MD,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_8 rv:3.0; bem-ZM) AppleWebKit/535.2.5 (KHTML, like Gecko) Version/4.0.3 Safari/535.2.5",Segment B,"Paris, France",Server
2020/9/4 4:55,62.123.68.237,112.235.68.52,45131,42434,3.14,101.69,1.35,103.82,TCP,1477,Control,FTP,78.01984668,Malware,Known Pattern B,Logged,Medium,Holly Bryant,Mozilla/5.0 (compatible; MSIE 6.0; Windows 95; Trident/4.0),Segment A,"Singapore, Singapore",Firewall
2020/9/7 4:50,194.157.219.228,98.181.105.244,61263,26658,13.75,100.5,43.65,-79.38,UDP,629,Control,FTP,69.4239677,DDoS,Known Pattern A,Logged,High,Robert Mills,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/18.0.854.0 Safari/531.0",Segment B,"Toronto, Canada",Firewall
2021/1/26 16:06,179.156.73.117,208.114.150.250,17023,19942,59.33,18.07,51.51,-0.13,UDP,1193,Data,FTP,60.52106648,DDoS,Known Pattern B,Ignored,Medium,Andrew Hill,Opera/8.14.(Windows NT 5.0; szl-PL) Presto/2.9.181 Version/11.00,Segment B,"London, UK",Server
2021/2/21 21:14,77.15.250.18,205.0.13.160,42090,58001,50.85,4.35,41.38,2.17,UDP,766,Control,HTTP,26.51894438,DDoS,Known Pattern A,Ignored,High,Mrs. Rebecca Burgess,"Mozilla/5.0 (Linux; Android 9) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/39.0.849.0 Safari/536.2",Segment C,"Barcelona, Spain",Server
2021/7/2 5:20,139.121.219.82,150.186.226.186,2389,39443,-12.04,-77.03,-33.45,-70.65,TCP,505,Normal,Data,48.77525652,None,Known Pattern A,Logged,High,Jacqueline Jones,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 10.0; Trident/5.0),Segment B,"Santiago, Chile",Firewall
2024/4/9 23:21,4.218.105.143,34.71.39.96,28660,17633,34.05,-118.24,-34.61,-58.38,ICMP,715,Normal,Data,60.346321,Malware,Unknown,Blocked,Medium,Gabrielle Camacho,Mozilla/5.0 (Android 4.2.1; Mobile; rv:55.0) Gecko/55.0 Firefox/55.0,Segment B,"Buenos Aires, Argentina",Firewall
2022/5/7 9:49,151.29.219.109,3.29.61.248,16770,43620,55.68,12.57,40.42,-3.7,UDP,197,Abnormal,VoIP,46.60288422,None,Known Pattern B,Logged,Medium,Douglas Thomas,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_3 rv:6.0; iu-CA) AppleWebKit/531.17.6 (KHTML, like Gecko) Version/4.1 Safari/531.17.6",Segment C,"Madrid, Spain",Router
2024/4/17 15:11,29.5.86.49,112.18.87.212,5764,6982,41.9,12.49,37.98,23.72,TCP,1019,Abnormal,Video,51.49158847,None,Known Pattern B,Blocked,Low,Julie Hale,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2016-08-09 22:25:50 Firefox/4.0,Segment A,"Athens, Greece",Router
2023/8/20 16:14,1.17.132.128,116.88.168.198,63146,16222,55.75,37.62,50.08,14.44,ICMP,988,Abnormal,VoIP,78.12188597,DDoS,Known Pattern A,Blocked,High,Bradley Johnson,Mozilla/5.0 (Windows 98; Win 9x 4.90; yo-NG; rv:1.9.0.20) Gecko/2022-04-05 17:47:52 Firefox/3.8,Segment B,"Prague, Czech Republic",Firewall
2021/10/5 3:32,124.93.152.214,142.77.245.212,32275,28632,37.98,23.72,47.37,8.54,ICMP,1307,Normal,Video,30.27278267,DDoS,Unknown,Blocked,Medium,Thomas Sanchez,Mozilla/5.0 (Windows 98; ms-MY; rv:1.9.1.20) Gecko/2015-02-19 18:59:30 Firefox/9.0,Segment A,"Zurich, Switzerland",Router
2022/10/19 23:07,71.81.238.218,79.77.10.89,63834,50452,48.21,16.37,30.04,31.23,UDP,1383,Abnormal,Video,68.83318824,DDoS,Unknown,Ignored,High,Sarah Tate,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_4 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/61.0.832.0 Mobile/56O704 Safari/536.2",Segment A,"Cairo, Egypt",Firewall
2023/4/23 11:46,156.214.190.237,163.96.49.42,45801,37149,51.51,-0.13,55.75,37.62,TCP,1116,Abnormal,VoIP,40.25374543,None,Unknown,Ignored,Low,Curtis Anderson,Opera/8.60.(Windows NT 6.1; mn-MN) Presto/2.9.166 Version/10.00,Segment A,"Moscow, Russia",Firewall
2022/6/11 3:53,171.28.59.253,99.135.180.15,35209,64810,51.51,-0.13,35.68,139.76,UDP,344,Abnormal,Video,46.68592929,Malware,Unknown,Ignored,Low,Jeffrey Gould,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/535.31.6 (KHTML, like Gecko) Version/5.0.3 Safari/535.31.6",Segment C,"Tokyo, Japan",Router
2022/10/19 8:13,55.58.249.146,87.238.60.38,58778,25537,51.51,-0.13,38.72,-9.13,ICMP,752,Normal,Video,49.61810146,DDoS,Unknown,Logged,Medium,Clifford Logan,Mozilla/5.0 (Android 5.0.2; Mobile; rv:5.0) Gecko/5.0 Firefox/5.0,Segment C,"Lisbon, Portugal",Router
2023/1/16 18:28,112.45.10.62,62.167.54.112,60474,50521,41.9,12.49,-22.91,-43.17,TCP,973,Normal,Video,76.3663081,DDoS,Known Pattern B,Ignored,High,John Mcclure,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/4.1),Segment A,"Rio de Janeiro, Brazil",Server
2022/1/18 21:49,189.105.4.1,117.48.152.64,39277,3932,34.05,-118.24,59.33,18.07,ICMP,349,Abnormal,VoIP,40.57215923,DDoS,Known Pattern B,Blocked,Medium,Claire Thompson,Opera/9.35.(Windows NT 10.0; nb-NO) Presto/2.9.172 Version/11.00,Segment C,"Stockholm, Sweden",Server
2023/10/17 10:11,129.160.35.148,34.193.45.229,15400,37420,22.31,114.16,-33.87,151.21,TCP,558,Abnormal,Data,72.44880026,Malware,Known Pattern A,Logged,Low,Thomas Castillo,Opera/9.76.(Windows NT 5.0; nhn-MX) Presto/2.9.180 Version/10.00,Segment B,"Sydney, Australia",Server
2021/7/14 11:17,40.140.90.177,123.151.32.200,30116,51658,35.68,139.76,19.08,72.88,ICMP,1005,Abnormal,Data,58.62164964,None,Unknown,Logged,Medium,Nicole Garrett,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/27.0.835.0 Safari/532.1",Segment A,"Mumbai, India",Firewall
2024/1/18 21:57,162.65.114.243,135.5.153.151,27225,13034,55.68,12.57,55.95,-3.19,ICMP,614,Normal,Video,53.44797477,Malware,Known Pattern B,Blocked,High,Michael Peterson,Mozilla/5.0 (Android 1.1; Mobile; rv:68.0) Gecko/68.0 Firefox/68.0,Segment A,"Edinburgh, UK",Router
2021/7/2 3:50,117.220.194.40,159.186.170.168,4772,15388,35.68,139.76,19.43,-99.13,ICMP,844,Abnormal,Video,35.21007144,None,Unknown,Logged,Medium,Jacqueline Hoover,Opera/8.59.(X11; Linux i686; shs-CA) Presto/2.9.162 Version/10.00,Segment A,"Mexico City, Mexico",Firewall
2023/2/22 18:12,171.72.135.160,130.208.204.33,35496,25364,-22.91,-43.17,22.31,114.16,TCP,392,Abnormal,Data,72.27587556,Malware,Unknown,Blocked,Low,Brandy Jones,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/532.48.6 (KHTML, like Gecko) Version/5.0.3 Safari/532.48.6",Segment A,"Hong Kong, China",Server
2023/6/25 6:58,77.49.106.130,41.164.206.155,56984,31547,13.75,100.5,59.91,10.75,UDP,729,Abnormal,Data,33.96913866,DDoS,Known Pattern A,Blocked,Medium,Jamie Lam,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/45.0.872.0 Safari/532.2",Segment A,"Oslo, Norway",Router
2023/6/20 0:26,111.96.84.187,215.15.57.124,40746,25379,37.98,23.72,3.14,101.69,TCP,1262,Abnormal,VoIP,40.89526043,Malware,Known Pattern A,Blocked,Low,Sarah Odom,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/4.0),Segment A,"Kuala Lumpur, Malaysia",Router
2022/8/27 16:06,194.141.73.133,60.194.188.204,37084,2404,-33.87,151.21,41.9,12.49,UDP,700,Normal,Data,48.56105096,Malware,Unknown,Blocked,Medium,Diana Alvarez,Opera/9.88.(Windows NT 5.2; mag-IN) Presto/2.9.162 Version/11.00,Segment A,"Rome, Italy",Router
2023/3/10 17:26,147.174.86.117,117.177.13.190,38227,49723,37.98,23.72,14.6,120.98,ICMP,353,Normal,Data,47.99202721,DDoS,Known Pattern A,Logged,Medium,Jeff Wagner,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2015-10-29 09:39:21 Firefox/3.6.8,Segment C,"Manila, Philippines",Server
2022/4/8 9:56,217.41.167.182,153.39.227.208,10540,34320,55.95,-3.19,13.75,100.5,TCP,427,Abnormal,Data,75.86067393,DDoS,Unknown,Ignored,Low,George Nelson,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_2 rv:2.0; wal-ET) AppleWebKit/534.28.1 (KHTML, like Gecko) Version/5.1 Safari/534.28.1",Segment B,"Bangkok, Thailand",Firewall
2023/7/30 17:22,114.169.71.126,160.142.43.247,56220,58734,41.38,2.17,50.85,4.35,ICMP,541,Abnormal,Data,47.61409976,Malware,Known Pattern B,Blocked,High,Kimberly Carrillo,Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/4.1),Segment C,"Brussels, Belgium",Server
2024/4/8 16:39,178.46.146.91,45.50.89.208,14241,8907,48.85,2.35,25.2,55.27,UDP,620,Abnormal,VoIP,70.62064729,Malware,Known Pattern A,Blocked,Low,Jared Sanford,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; ko-KR) AppleWebKit/534.44.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6534.44.7",Segment B,"Dubai, UAE",Router
2022/10/19 21:44,80.82.79.89,147.213.56.114,43614,2898,-33.45,-70.65,52.37,4.89,UDP,914,Abnormal,Data,67.37943627,Malware,Known Pattern A,Ignored,Medium,Penny Parker,Opera/9.43.(X11; Linux i686; he-IL) Presto/2.9.165 Version/11.00,Segment A,"Amsterdam, Netherlands",Router
2023/2/9 23:37,128.160.2.18,133.86.225.211,46255,27273,52.23,21.01,6.52,3.37,TCP,56,Abnormal,Video,51.3450394,None,Unknown,Ignored,High,Debra Smith,Mozilla/5.0 (compatible; MSIE 9.0; Windows CE; Trident/3.0),Segment A,"Lagos, Nigeria",Router
2022/10/14 6:58,66.203.26.13,66.144.121.61,16987,23086,23.11,-82.37,48.21,16.37,TCP,46,Normal,Data,43.18107927,None,Known Pattern A,Ignored,High,Julie Taylor,Opera/8.60.(X11; Linux i686; mhr-RU) Presto/2.9.176 Version/10.00,Segment B,"Vienna, Austria",Router
2022/3/3 11:11,145.204.89.219,108.61.101.205,52444,19966,50.08,14.44,34.05,-118.24,UDP,873,Normal,VoIP,64.52390922,None,Known Pattern A,Ignored,High,Lisa Rivera,"Mozilla/5.0 (Linux; Android 3.2.4) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/24.0.865.0 Safari/534.0",Segment C,"Los Angeles, USA",Firewall
2021/12/3 4:46,154.238.80.31,208.87.118.207,14366,57589,6.52,3.37,-33.93,18.42,TCP,885,Normal,Data,65.00188126,DDoS,Known Pattern B,Ignored,Medium,Dr. Wendy Murphy,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/3.0),Segment A,"Cape Town, South Africa",Server
2023/3/1 20:46,33.112.102.134,8.32.80.109,9080,49337,41.38,2.17,60.17,24.94,ICMP,1068,Normal,Video,67.90859892,DDoS,Known Pattern B,Blocked,High,Cynthia Johnson,Opera/9.66.(X11; Linux x86_64; ka-GE) Presto/2.9.184 Version/11.00,Segment A,"Helsinki, Finland",Firewall
2023/12/31 23:10,117.22.73.218,214.119.91.255,20895,53997,55.68,12.57,37.57,126.98,ICMP,1460,Abnormal,Video,64.03815179,Malware,Known Pattern B,Logged,High,Nicolas Johnson,"Mozilla/5.0 (Windows CE) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/15.0.858.0 Safari/531.2",Segment C,"Seoul, South Korea",Router
2022/12/18 8:33,181.168.191.174,45.198.35.100,13601,4476,19.43,-99.13,52.52,13.41,UDP,577,Abnormal,Video,67.27268828,Malware,Known Pattern B,Ignored,Low,Lori Anderson,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_4 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) CriOS/51.0.842.0 Mobile/82O980 Safari/531.1",Segment C,"Berlin, Germany",Router
2021/8/22 3:44,148.92.240.172,119.161.172.177,25571,50609,55.95,-3.19,-27.47,153.03,UDP,1388,Normal,VoIP,72.68354329,None,Unknown,Blocked,Low,Leslie Perez,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.1),Segment B,"Brisbane, Australia",Firewall
2023/6/1 4:48,63.198.188.89,157.230.230.197,36032,21690,43.65,-79.38,47.5,19.04,UDP,820,Normal,VoIP,72.99671881,None,Known Pattern B,Logged,Low,Amanda Pratt,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 4.0; Trident/3.0),Segment C,"Budapest, Hungary",Router
2023/10/15 3:34,70.236.142.255,135.113.89.86,57147,31380,41.38,2.17,41.01,28.98,ICMP,836,Abnormal,Data,55.62897106,None,Unknown,Blocked,Medium,Jessica Frye,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 10.0; Trident/4.1),Segment B,"Istanbul, Turkey",Router
2022/4/3 18:23,211.227.229.159,186.164.21.240,54190,37751,48.85,2.35,23.11,-82.37,TCP,200,Abnormal,Video,36.96337572,None,Unknown,Ignored,High,Monique Gallagher,Mozilla/5.0 (Windows NT 5.01; ja-JP; rv:1.9.2.20) Gecko/2012-10-21 06:13:04 Firefox/10.0,Segment A,"Havana, Cuba",Router
2022/11/15 7:54,155.79.78.201,19.47.101.122,5704,39548,43.65,-79.38,40.71,-74.01,TCP,817,Normal,Data,63.37266579,None,Unknown,Ignored,High,John White,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/3.1),Segment A,"New York, USA",Server
2023/2/6 0:59,177.102.179.93,23.10.90.90,49103,11879,50.08,14.44,55.68,12.57,UDP,109,Abnormal,Data,69.44504475,None,Known Pattern B,Ignored,Medium,Kenneth Wall,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/531.48.5 (KHTML, like Gecko) Version/4.0.3 Safari/531.48.5",Segment A,"Copenhagen, Denmark",Firewall
2022/4/19 12:22,37.93.125.15,142.200.228.147,39881,65135,-34.61,-58.38,-12.04,-77.03,UDP,1150,Normal,VoIP,40.93827551,None,Known Pattern A,Blocked,High,Michelle Zhang,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; af-ZA) AppleWebKit/531.29.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6531.29.7",Segment B,"Lima, Peru",Firewall
2024/3/25 22:27,177.42.74.105,206.109.65.88,51816,62633,-33.93,18.42,-6.21,106.85,ICMP,198,Abnormal,VoIP,43.6828737,None,Known Pattern A,Ignored,High,Stephanie Simon,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/3.0),Segment B,"Jakarta, Indonesia",Server
2023/11/18 6:46,113.204.59.15,215.70.166.2,49677,61413,48.21,16.37,39.9,116.4,ICMP,668,Normal,VoIP,57.4998667,Malware,Unknown,Ignored,Medium,Anthony Davis,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/4.0),Segment B,"Beijing, China",Firewall
2022/1/17 0:42,84.238.138.56,37.221.49.153,32987,32416,-33.93,18.42,52.23,21.01,ICMP,157,Abnormal,Data,75.80060977,None,Unknown,Logged,Low,Stacy Jordan,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/535.40.2 (KHTML, like Gecko) Version/5.0.5 Safari/535.40.2",Segment C,"Warsaw, Poland",Server
2022/8/24 15:05,7.99.100.175,207.31.28.78,12392,46403,30.04,31.23,53.35,-6.26,UDP,1033,Abnormal,VoIP,77.76030177,None,Unknown,Blocked,Medium,Kevin Clayton,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_6 rv:5.0; gv-GB) AppleWebKit/534.13.4 (KHTML, like Gecko) Version/5.1 Safari/534.13.4",Segment C,"Dublin, Ireland",Router
2024/3/18 11:00,171.197.160.41,26.114.27.102,27937,10648,13.75,100.5,48.85,2.35,TCP,254,Normal,Data,63.65317697,None,Unknown,Blocked,Low,Brittany Wallace,Opera/8.82.(X11; Linux i686; sr-ME) Presto/2.9.188 Version/10.00,Segment C,"Paris, France",Server
2022/6/27 11:20,52.157.220.215,223.86.95.77,15705,14135,6.52,3.37,1.35,103.82,TCP,763,Abnormal,Video,55.86350796,None,Known Pattern A,Ignored,Medium,Nicole Hamilton,Opera/8.50.(Windows NT 5.1; lb-LU) Presto/2.9.174 Version/12.00,Segment A,"Singapore, Singapore",Router
2022/10/17 7:57,130.13.51.153,83.167.74.109,42125,64945,59.91,10.75,43.65,-79.38,TCP,591,Abnormal,VoIP,40.75953198,None,Unknown,Logged,High,Gavin Costa,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/40.0.820.0 Safari/535.2",Segment C,"Toronto, Canada",Firewall
2023/12/23 21:26,200.61.80.114,59.115.203.131,54243,21910,50.85,4.35,51.51,-0.13,TCP,1261,Normal,Data,60.01166719,Malware,Unknown,Logged,High,Christina Johnson,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_4 rv:6.0; hne-IN) AppleWebKit/535.43.2 (KHTML, like Gecko) Version/4.0 Safari/535.43.2",Segment B,"London, UK",Firewall
2022/4/13 9:46,209.49.207.167,89.183.94.31,9172,51110,55.95,-3.19,41.38,2.17,ICMP,101,Abnormal,VoIP,37.01948035,DDoS,Known Pattern B,Blocked,Medium,Wanda Shelton,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/49.0.858.0 Safari/535.1",Segment B,"Barcelona, Spain",Server
2021/11/11 21:00,81.6.219.240,222.123.228.57,33725,19825,3.14,101.69,-33.45,-70.65,UDP,1125,Normal,Data,54.43461951,DDoS,Known Pattern A,Ignored,High,David Williams,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/534.22.6 (KHTML, like Gecko) Version/4.0.3 Safari/534.22.6",Segment C,"Santiago, Chile",Router
2023/1/26 3:41,16.66.207.141,165.162.64.228,25556,18666,6.52,3.37,-34.61,-58.38,TCP,299,Abnormal,Data,65.68884613,Malware,Unknown,Logged,Medium,Glenn Shea,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_4 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) CriOS/37.0.847.0 Mobile/10P871 Safari/533.0",Segment C,"Buenos Aires, Argentina",Router
2023/2/26 4:10,93.36.64.119,109.153.153.137,39010,47006,-27.47,153.03,40.42,-3.7,ICMP,1192,Normal,Data,78.46912651,DDoS,Known Pattern A,Ignored,Low,Brian Williams,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_3 rv:5.0; fy-DE) AppleWebKit/533.28.4 (KHTML, like Gecko) Version/4.0.2 Safari/533.28.4",Segment B,"Madrid, Spain",Firewall
2022/8/9 3:22,64.41.108.230,157.162.130.72,64749,23597,23.11,-82.37,37.98,23.72,ICMP,155,Abnormal,Data,39.6110722,Malware,Known Pattern B,Blocked,High,Steven White,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_4; rv:1.9.5.20) Gecko/2020-05-30 19:45:29 Firefox/5.0,Segment B,"Athens, Greece",Firewall
2024/6/22 17:17,8.45.113.4,131.52.211.111,21868,28184,34.05,-118.24,50.08,14.44,ICMP,70,Normal,Data,59.93434365,None,Known Pattern B,Logged,High,Timothy Barron,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/5.1),Segment A,"Prague, Czech Republic",Server
2022/8/21 11:49,194.207.78.235,188.144.213.36,7736,1802,39.9,116.4,47.37,8.54,ICMP,72,Normal,Video,71.1619131,Malware,Unknown,Logged,Low,Angela Miller,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/5.0),Segment C,"Zurich, Switzerland",Router
2023/2/18 10:14,191.16.89.109,156.86.231.11,25837,12352,48.85,2.35,30.04,31.23,UDP,515,Normal,VoIP,37.04437024,DDoS,Unknown,Ignored,Medium,Renee Bell,Mozilla/5.0 (Android 2.3.1; Mobile; rv:43.0) Gecko/43.0 Firefox/43.0,Segment C,"Cairo, Egypt",Firewall
2022/2/28 15:18,4.225.106.141,118.15.208.18,27580,17437,3.14,101.69,55.75,37.62,ICMP,1162,Abnormal,Video,59.78124674,None,Unknown,Blocked,Low,Cameron Clark,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_6) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/61.0.844.0 Safari/536.0",Segment A,"Moscow, Russia",Server
